Latitude,Longitude,Region, Name,Rx,Shift,Tx,Tone,Type,Callsign,Address,Note
36.6732566,129.0962552,경상북도,서부리,431.56,0,431.56,88.5,지역망,D7∅ZJ,"경북 영양군 영양읍 서부리 산37-1, 300",
36.1647171,128.977153,경상북도,보현산,145.2,0.6,145.8,88.5,본부망,HL∅HQS,"경북 영천시 화북면 정각리 산 6-2, 보현산",
35.7866667,128.7480556,경상북도,백자산,434.46,5,439.46,88.5,본부망,백자산,"경북 경산시 남천면 협석리 산 1, 백자산",
35.7866667,128.7480556,경상북도,백자산,433.96,5,438.96,88.5,지역망,백자산,"경북 경산시 남천면 협석리 산 1, 백자산",
35.7866667,128.7480556,경상북도,백자산,144.74,0,144.74,88.5,지역망,백자산,"경북 경산시 남천면 협석리 산 1, 백자산",
35.7866667,128.7480556,경상북도,백자산,431.74,0,431.74,88.5,지역망,백자산,"경북 경산시 남천면 협석리 산 1, 백자산",
36.0236086,129.3496284,경상북도,득량동,144.52,0,144.52,88.5,유무선망,D8∅YP,경북 포항시 북구 득량동 96-20,
37.2429362,131.8668421,경상북도,독도등대,144.72,0,144.72,88.5,본부망,HL∅DOK,"경북 울릉군 울릉읍 독도이사부길 63, 독도등대",
36.730346,128.174199,경상북도,단산,144.92,0,144.92,88.5,지역망,DS7∅ZK,"경북 문경시 문경읍 고요리 산 79-2, 단산",
36.730346,128.174199,경상북도,단산,433.86,0,433.86,88.5,지역망,DS7∅ZK,"경북 문경시 문경읍 고요리 산 79-2, 단산",
36.730346,128.174199,경상북도,단산,434.4,5,439.4,88.5,본부망,DS7∅ZK,"경북 문경시 문경읍 고요리 산 79-2, 단산",
36.1954983,128.0617923,경상북도,남함산,434.42,5,439.42,88.5,본부망,남함산,경북 김천시 난함산,
36.6503863,128.4502077,경상북도,남본리,144.5,0,144.5,88.5,지역망,예천,경북 예천군 예천읍 충효로 238,
36.6503863,128.4502077,경상북도,남본리,431.9,0,431.9,88.5,지역망,예천,경북 예천군 예천읍 충효로 238,
36.430495,129.0561509,경상북도,금곡리,433.54,0,433.54,88.5,유무선망,D8∅YW,경북 청송군 청송읍 금월로 244,
36.119485,128.3445734,경상북도,구미시,439.22,-5,434.22,88.5,본부망,구미시,경북 구미시,
36.119485,128.3445734,경상북도,구미시,439.02,0,439.02,88.5,본부망,구미시,경북 구미시,
36.1647171,128.977153,경상북도,경북 영천,145.14,0.6,145.74,88.5,광역망,영천광역망,"경북 영천시 화북면 정각리 산 6-2, 보현산",
36.6702006,128.6436229,경상북도,경북 안동,434.56,5,439.56,88.5,광역망,안동광역망,"경북 안동시 북후면 신전리 71-2, 학가산 중계소",
36.3472222,128.1886111,경상북도,감장산,434.36,5,439.36,88.5,본부망,상주,경북 상주시 감장산,
35.2105951,128.8453368,경상남도,풍유동,433.5,5,433.5,88.5,6M∅UB,6M∅UB,경남 김해시 금관대로 920,
35.2595275,128.5976697,경상남도,천주산산물감시소,144.72,0,144.72,88.5,지역망,6L∅UF,경남 창원시 의창구 소계동 천주산 산불감시소,
35.2595275,128.5976697,경상남도,천주산산물감시소,431.72,0,431.72,88.5,지역망,6L∅UF,경남 창원시 의창구 소계동 천주산 산불감시소,
35.2923908,128.445753,경상남도,자양산,434.46,5,439.46,88.5,지역망,6M∅TN,"경남 함안군 산인면 모곡리 산38-1, 자양산",
35.6738889,128.075,경상남도,오도산,145.16,0.6,145.76,88.5,광역망,오도산,"경남 거창군 가조면 도리 산 61-2, 오도산",
35.2663746,128.9130155,경상남도,신어산,144.52,0,144.52,88.5,지역망,6K∅WT,"경남 김해시 어방동 산2-3, 신어산",
35.2663746,128.9130155,경상남도,신어산,431.52,0,431.52,88.5,지역망,6K∅WT,"경남 김해시 어방동 산2-3, 신어산",
35.48966,129.0867069,경상남도,순지리,433.54,0,433.54,88.5,유무선망,6M∅UC,경남 양산시 하북면 신평강변2길 20-2,
34.8905313,128.6901583,경상남도,성평리빙타운,433.52,0,433.52,88.5,유무선망,6M∅UE,"경남 거제시 거제대로 37-40, 성평리빙타운 616호",
35.1625226,128.7414788,경상남도,불모산,434.36,5,439.36,88.5,지역망,6K∅XR,"경남 창원시 진해구 소사동 산24, 불모산",
34.8246415,128.4141342,경상남도,미륵산중계소,434.26,5,439.26,88.5,지역망,6K∅XE,"경남 통영시 봉수2길 27, 미륵산 중계소",
34.9934992,127.8692594,경상남도,금오산,433.88,5,438.88,88.5,유무선망,6M∅TO,"경남 하동군 진교면 고룡리 873, 금오산",
35.2923908,128.445753,경상남도,경남 함안,439.96,-5,434.96,88.5,광역망,자양산광역망,"경남 함안군 산인면 모곡리 산38-1, 자양산",
34.9934992,127.8692594,경상남도,경남 하동,145.18,0.6,145.78,88.5,광역망,금오산광역망,"경남 하동군 진교면 고룡리 873, 금오산",
34.8246415,128.4141342,경상남도,경남 통영,439.66,-5,434.66,88.5,광역망,통영광역망,"경남 통영시 봉수2길 27, 미륵산 중계소",
35.1625226,128.7414788,경상남도,경남 창원,439.86,-5,434.86,88.5,광역망,불모산광역망,"경남 창원시 진해구 소사동 산24, 불모산",
35.407766,129.1111618,경상남도,경남 양산,439.52,-5,434.52,88.5,광역망,천성산광역망,경남 양산시 하북면 용연리 산 63-2,
34.8538631,128.6935345,경상남도,거제 옥녀봉,439.26,-5,434.26,88.5,지역망,거제 옥녀봉,경남 거제시 아주동 산 133-18,
34.8538631,128.6935345,경상남도,거제 옥녀봉,439.72,-5,434.72,88.5,광역망,거제 옥녀봉,경남 거제시 아주동 산 133-18,
35.1468003,128.1170728,경상남도,가좌동,144.76,0,144.76,88.5,지역망,6L∅UW,경남 진주시 가좌동 322-2,
35.1468003,128.1170728,경상남도,가좌동,431.76,0,431.76,88.5,지역망,6L∅UW,경남 진주시 가좌동 322-2,
33.3597997,126.4605901,제주도,제주,439.68,-5,434.68,88.5,광역망,제주광역망,"제주 제주시 애월읍 광령리 산183-4, KT중계소",
33.3716898,126.626742,제주도,성판악,144.48,0,144.48,88.5,본부망,DS∅SH,"제주 서귀포시 남원읍 한남리 산2-1, 성판악",
33.3716898,126.626742,제주도,성판악,438.28,0,438.28,88.5,본부망,DS∅SH,"제주 서귀포시 남원읍 한남리 산2-1, 성판악",
33.2447753,126.5522097,제주도,삼매봉,144.04,0,144.04,88.5,본부망,DS∅SE,"제주 서귀포시 서홍동 625, 삼매봉",
33.2447753,126.5522097,제주도,삼매봉,438.28,0,438.28,88.5,본부망,DS∅SE,"제주 서귀포시 서홍동 625, 삼매봉",
33.2662629,126.5138442,제주도,고근산,144.64,0,144.64,88.5,본부망,HL∅HNR,"제주 서귀포시 서호동 1287, 고근산 정상",
33.2662629,126.5138442,제주도,고근산,438.28,0,438.28,88.5,본부망,HL∅HNR,"제주 서귀포시 서호동 1287, 고근산 정상",
33.3597997,126.4605901,제주도,KT중계소,144.46,0,144.46,88.5,본부망,DS∅SF,"제주 제주시 애월읍 광령리 산183-4, KT중계소",
33.3597997,126.4605901,제주도,KT중계소,438.28,0,438.28,88.5,본부망,DS∅SF,"제주 제주시 애월읍 광령리 산183-4, KT중계소",
